SKU,Name,Brand,Category,Series,Poles,RatedCurrent_A,Capacity_kVAr,BreakingCapacity_kA,LeakageCurrent_mA,Width_mm,Height_mm,Depth_mm,Pitch_mm,Price_VND
LA63N 1P 6A,LA63N 1P 6A 6kA,LS (standard),MCB,LA63N,1,6,,6,,18,86,69,9,115000
LA63N 1P 10A,LA63N 1P 10A 6kA,LS (standard),MCB,LA63N,1,10,,6,,18,86,69,9,115000
LA63N 1P 16A,LA63N 1P 16A 6kA,LS (standard),MCB,LA63N,1,16,,6,,18,86,69,9,115000
LA63N 1P 20A,LA63N 1P 20A 6kA,LS (standard),MCB,LA63N,1,20,,6,,18,86,69,9,115000
LA63N 1P 25A,LA63N 1P 25A 6kA,LS (standard),MCB,LA63N,1,25,,6,,18,86,69,9,115000
LA63N 1P 32A,LA63N 1P 32A 6kA,LS (standard),MCB,LA63N,1,32,,6,,18,86,69,9,115000
LA63N 1P 40A,LA63N 1P 40A 6kA,LS (standard),MCB,LA63N,1,40,,6,,18,86,69,9,121000
LA63N 1P 50A,LA63N 1P 50A 6kA,LS (standard),MCB,LA63N,1,50,,6,,18,86,69,18,121000
LA63N 1P 63A,LA63N 1P 63A 6kA,LS (standard),MCB,LA63N,1,63,,6,,18,86,69,9,121000
LA63N 2P 6A,LA63N 2P 6A 6kA,LS (standard),MCB,LA63N,2,6,,6,,36,86,69,18,254000
LA63N 2P 10A,LA63N 2P 10A 6kA,LS (standard),MCB,LA63N,2,10,,6,,36,86,69,18,254000
LA63N 2P 16A,LA63N 2P 16A 6kA,LS (standard),MCB,LA63N,2,16,,6,,36,86,69,18,254000
LA63N 2P 20A,LA63N 2P 20A 6kA,LS (standard),MCB,LA63N,2,20,,6,,36,86,69,18,254000
LA63N 2P 25A,LA63N 2P 25A 6kA,LS (standard),MCB,LA63N,2,25,,6,,36,86,69,18,254000
LA63N 2P 32A,LA63N 2P 32A 6kA,LS (standard),MCB,LA63N,2,32,,6,,36,86,69,18,254000
LA63N 2P 40A,LA63N 2P 40A 6kA,LS (standard),MCB,LA63N,2,40,,6,,36,86,69,18,260000
LA63N 2P 50A,LA63N 2P 50A 6kA,LS (standard),MCB,LA63N,2,50,,6,,36,86,69,18,260000
LA63N 2P 63A,LA63N 2P 63A 6kA,LS (standard),MCB,LA63N,2,63,,6,,36,86,69,18,260000
LA63N 3P 6A,LA63N 3P 6A 6kA,LS (standard),MCB,LA63N,3,6,,6,,54,86,69,18,406000
LA63N 3P 10A,LA63N 3P 10A 6kA,LS (standard),MCB,LA63N,3,10,,6,,54,86,69,18,406000
LA63N 3P 16A,LA63N 3P 16A 6kA,LS (standard),MCB,LA63N,3,16,,6,,54,86,69,18,406000
LA63N 3P 20A,LA63N 3P 20A 6kA,LS (standard),MCB,LA63N,3,20,,6,,54,86,69,18,406000
LA63N 3P 25A,LA63N 3P 25A 6kA,LS (standard),MCB,LA63N,3,25,,6,,54,86,69,18,406000
LA63N 3P 32A,LA63N 3P 32A 6kA,LS (standard),MCB,LA63N,3,32,,6,,54,86,69,18,406000
LA63N 3P 40A,LA63N 3P 40A 6kA,LS (standard),MCB,LA63N,3,40,,6,,54,86,69,18,415000
LA63N 3P 50A,LA63N 3P 50A 6kA,LS (standard),MCB,LA63N,3,50,,6,,54,86,69,18,415000
LA63N 3P 63A,LA63N 3P 63A 6kA,LS (standard),MCB,LA63N,3,63,,6,,54,86,69,18,415000
LA63N 4P 6A,LA63N 4P 6A 6kA,LS (standard),MCB,LA63N,4,6,,6,,72,86,69,18,590000
LA63N 4P 10A,LA63N 4P 10A 6kA,LS (standard),MCB,LA63N,4,10,,6,,72,86,69,18,590000
LA63N 4P 16A,LA63N 4P 16A 6kA,LS (standard),MCB,LA63N,4,16,,6,,72,86,69,18,590000
LA63N 4P 20A,LA63N 4P 20A 6kA,LS (standard),MCB,LA63N,4,20,,6,,72,86,69,18,590000
LA63N 4P 25A,LA63N 4P 25A 6kA,LS (standard),MCB,LA63N,4,25,,6,,72,86,69,18,590000
LA63N 4P 32A,LA63N 4P 32A 6kA,LS (standard),MCB,LA63N,4,32,,6,,72,86,69,18,590000
LA63N 4P 40A,LA63N 4P 40A 6kA,LS (standard),MCB,LA63N,4,40,,6,,72,86,69,18,674000
LA63N 4P 50A,LA63N 4P 50A 6kA,LS (standard),MCB,LA63N,4,50,,6,,72,86,69,18,674000
LA63N 4P 63A,LA63N 4P 63A 6kA,LS (standard),MCB,LA63N,4,63,,6,,72,86,69,18,674000
EBN53c 3P 16A,EBN53c 3P 16A 30mA 14kA,LS (standard),ELCB,EBN53c,3,16,,14,30,75,130,82,25,2280000
EBN53c 3P 20A,ELCB LS EBN53c 3P 20A 14kA 30mA,LS (standard),ELCB,EBN53c,3,20,,14,30,75,130,82,25,2280000
EBN53c 3P 32A,EBN53c 3P 32A 30mA 14kA,LS (standard),ELCB,EBN53c,3,32,,14,30,75,130,82,25,2280000
EBN53c 3P 40A,ELCB LS EBN53c 3P 40A 14kA 30mA,LS (standard),ELCB,EBN53c,3,40,,14,30,75,130,82,25,2280000
EBN53c 3P 50A,EBN53c 3P 50A 30mA 14kA,LS (standard),ELCB,EBN53c,3,50,,14,30,75,130,82,25,2280000
EBN103c 3P 63A,EBN103c 3P 63A 30mA 18kA,LS (standard),ELCB,EBN103c,3,63,,18,30,75,130,82,25,3000000
EBN103c 3P 75A,ELCB LS EBN103c 3P 75A 18kA 30mA,LS (standard),ELCB,EBN103c,3,75,,18,30,75,130,82,25,3000000
EBN103c 3P 100A,EBN103c 3P 100A 30mA 18kA,LS (standard),ELCB,EBN103c,3,100,,18,30,75,130,82,25,3000000
EBN104c 4P 16A,EBN104c 4P 16A 30mA 18kA,LS (standard),ELCB,EBN104c,4,16,,18,30,100,130,82,25,4100000
EBN104c 4P 20A,EBN104c 4P 20A 30mA 18kA,LS (standard),ELCB,EBN104c,4,20,,18,30,100,130,82,25,4100000
EBN104c 4P 25A,EBN104c 4P 25A 30mA 18kA,LS (standard),ELCB,EBN104c,4,25,,18,30,100,130,82,25,4100000
EBN104c 4P 32A,EBN104c 4P 32A 30mA 18kA,LS (standard),ELCB,EBN104c,4,32,,18,30,100,130,82,25,4100000
EBN104c 4P 40A,EBN104c 4P 40A 30mA 18kA,LS (standard),ELCB,EBN104c,4,40,,18,30,100,130,82,25,4100000
EBN104c 4P 50A,EBN104c 4P 50A 30mA 18kA,LS (standard),ELCB,EBN104c,4,50,,18,30,100,130,82,25,4100000
EBN104c 4P 63A,EBN104c 4P 63A 30mA 18kA,LS (standard),ELCB,EBN104c,4,63,,18,30,100,130,82,25,4100000
EBN104c 4P 75A,EBN104c 4P 75A 30mA 18kA,LS (standard),ELCB,EBN104c,4,75,,18,30,100,130,82,25,4100000
EBN104c 4P 100A,EBN104c 4P 100A 30mA 18kA,LS (standard),ELCB,EBN104c,4,100,,18,30,100,130,82,25,4100000
ABN53c 3P 15A,ABN53c 3P 15A 18kA,LS (standard),MCCB,ABN53c,3,15,,18,,75,130,82,25,1150000
ABN53c 3P 20A,ABN53c 3P 20A 18kA,LS (standard),MCCB,ABN53c,3,20,,18,,75,130,82,25,1150000
ABN53c 3P 30A,MCCB LS ABN53c 3P 30A 18kA (Standard),LS (standard),MCCB,ABN53c,3,30,,18,,75,130,82,25,1150000
ABN53c 3P 32A,ABN53c 3P 32A 18kA,LS (standard),MCCB,ABN53c,3,32,,18,,75,130,82,25,1150000
ABN53c 3P 40A,MCCB LS ABN53c 3P 40A 18kA (Standard),LS (standard),MCCB,ABN53c,3,40,,18,,75,130,82,25,1150000
ABN53c 3P 50A,ABN53c 3P 50A 18kA,LS (standard),MCCB,ABN53c,3,50,,18,,75,130,82,25,1150000
ABN103c 3P 60A,MCCB LS ABN103c 3P 60A 22kA (Standard),LS (standard),MCCB,ABN103c,3,60,,22,,75,130,82,25,1500000
ABN103c 3P 63A,ABN103c 3P 63A 22kA,LS (standard),MCCB,ABN103c,3,63,,22,,75,130,82,25,1500000
ABN103c 3P 75A,ABN103c 3P 75A 22kA,LS (standard),MCCB,ABN103c,3,75,,22,,75,130,82,25,1500000
ABN103c 3P 100A,ABN103c 3P 100A 22kA,LS (standard),MCCB,ABN103c,3,100,,22,,75,130,82,25,1500000
ABN103c 3P 125A,MCCB LS ABN103c 3P 125A 22kA (Standard),LS (standard),MCCB,ABN103c,3,125,,22,,75,130,82,25,1500000
ABN203c 3P 100A,ABN203c 3P 100A 30kA,LS (standard),MCCB,ABN203c,3,100,,30,,105,165,82,35,2860000
ABN203c 3P 125A,ABN203c 3P 125A 30kA,LS (standard),MCCB,ABN203c,3,125,,30,,105,165,82,35,2860000
ABN203c 3P 150A,ABN203c 3P 150A 30kA,LS (standard),MCCB,ABN203c,3,150,,30,,105,165,82,35,2860000
ABN203c 3P 160A,ABN203c 3P 160A 30kA,LS (standard),MCCB,ABN203c,3,160,,30,,105,165,82,35,2860000
ABN203c 3P 175A,ABN203c 3P 175A 30kA,LS (standard),MCCB,ABN203c,3,175,,30,,105,165,82,35,2860000
ABN203c 3P 200A,ABN203c 3P 200A 30kA,LS (standard),MCCB,ABN203c,3,200,,30,,105,165,82,35,2860000
ABN203c 3P 225A,ABN203c 3P 225A 30kA,LS (standard),MCCB,ABN203c,3,225,,30,,105,165,82,35,2860000
ABN203c 3P 250A,ABN203c 3P 250A 30kA,LS (standard),MCCB,ABN203c,3,250,,30,,105,165,82,35,2860000
ABN403c 3P 250A,ABN403c 3P 250A 42kA,LS (standard),MCCB,ABN403c,3,250,,42,,140,257,145,44,7150000
ABN403c 3P 300A,ABN403c 3P 300A 42kA,LS (standard),MCCB,ABN403c,3,300,,42,,140,257,145,44,7150000
ABN403c 3P 350A,ABN403c 3P 350A 42kA,LS (standard),MCCB,ABN403c,3,350,,42,,140,257,145,44,7150000
ABN403c 3P 400A,ABN403c 3P 400A 42kA,LS (standard),MCCB,ABN403c,3,400,,42,,140,257,145,44,7150000
ABN402c 3P 250A,ABN402c 3P 250A 50kA,LS (standard),MCCB,ABN402c,3,250,,50,,140,257,145,44,5800000
ABN402c 3P 300A,ABN402c 3P 300A 50kA,LS (standard),MCCB,ABN402c,3,300,,50,,140,257,145,44,5800000
ABN402c 3P 350A,ABN402c 3P 350A 50kA,LS (standard),MCCB,ABN402c,3,350,,50,,140,257,145,44,5800000
ABN402c 3P 400A,ABN402c 3P 400A 50kA,LS (standard),MCCB,ABN402c,3,400,,50,,140,257,145,44,5800000
ABN803c 3P 500A,ABN803c 3P 500A 45kA,LS (standard),MCCB,ABN803c,3,500,,45,,210,280,145,70,13700000
ABN803c 3P 630A,ABN803c 3P 630A 45kA,LS (standard),MCCB,ABN803c,3,630,,45,,210,280,145,70,13700000
ABN803c 3P 800A,ABN803c 3P 800A 45kA,LS (standard),MCCB,ABN803c,3,800,,45,,210,280,145,70,15500000
ABN54c 4P 15A,ABN54c 4P 15A 18kA,LS (standard),MCCB,ABN54c,4,15,,18,,100,130,82,25,1500000
ABN54c 4P 20A,ABN54c 4P 20A 18kA,LS (standard),MCCB,ABN54c,4,20,,18,,100,130,82,25,1500000
ABN54c 4P 30A,ABN54c 4P 30A 18kA,LS (standard),MCCB,ABN54c,4,30,,18,,100,130,82,25,1500000
ABN54c 4P 40A,ABN54c 4P 40A 18kA,LS (standard),MCCB,ABN54c,4,40,,18,,100,130,82,25,1500000
ABN54c 4P 50A,ABN54c 4P 50A 18kA,LS (standard),MCCB,ABN54c,4,50,,18,,100,130,82,25,1500000
ABN104c 4P 60A,ABN104c 4P 60A 22kA,LS (standard),MCCB,ABN104c,4,60,,22,,100,130,82,25,1850000
ABN104c 4P 75A,ABN104c 4P 75A 22kA,LS (standard),MCCB,ABN104c,4,75,,22,,100,130,82,25,1850000
ABN104c 4P 80A,ABN104c 4P 80A 22kA,LS (standard),MCCB,ABN104c,4,80,,22,,100,130,82,25,1850000
ABN104c 4P 100A,ABN104c 4P 100A 22kA,LS (standard),MCCB,ABN104c,4,100,,22,,100,130,82,25,1850000
ABN104c 4P 125A,ABN104c 4P 125A 22kA,LS (standard),MCCB,ABN104c,4,125,,22,,100,130,82,25,1850000
ABN204c 4P 125A,ABN204c 4P 125A 30kA,LS (standard),MCCB,ABN204c,4,125,,30,,120,155,82,30,3450000
ABN204c 4P 150A,ABN204c 4P 150A 30kA,LS (standard),MCCB,ABN204c,4,150,,30,,120,155,82,30,3450000
ABN204c 4P 160A,ABN204c 4P 160A 30kA,LS (standard),MCCB,ABN204c,4,160,,30,,120,155,82,30,3450000
ABN204c 4P 175A,ABN204c 4P 175A 30kA,LS (standard),MCCB,ABN204c,4,175,,30,,120,155,82,30,3450000
ABN204c 4P 200A,ABN204c 4P 200A 30kA,LS (standard),MCCB,ABN204c,4,200,,30,,120,155,82,30,3450000
ABN204c 4P 225A,ABN204c 4P 225A 30kA,LS (standard),MCCB,ABN204c,4,225,,30,,120,155,82,30,3450000
ABN204c 4P 250A,ABN204c 4P 250A 30kA,LS (standard),MCCB,ABN204c,4,250,,30,,120,155,82,30,3450000
ABN404c 4P 250A,ABN404c 4P 250A 42kA,LS (standard),MCCB,ABN404c,4,250,,42,,184,257,145,46,8250000
ABN404c 4P 300A,ABN404c 4P 300A 42kA,LS (standard),MCCB,ABN404c,4,300,,42,,184,257,145,46,8250000
ABN404c 4P 350A,ABN404c 4P 350A 42kA,LS (standard),MCCB,ABN404c,4,350,,42,,184,257,145,46,8250000
ABN404c 4P 400A,ABN404c 4P 400A 42kA,LS (standard),MCCB,ABN404c,4,400,,42,,184,257,145,46,8250000
ABN804c 4P 500A,ABN804c 4P 500A 45kA,LS (standard),MCCB,ABN804c,4,500,,45,,280,280,145,70,15500000
ABN804c 4P 630A,ABN804c 4P 630A 45kA,LS (standard),MCCB,ABN804c,4,630,,45,,280,280,145,70,15500000
ABN804c 4P 700A,ABN804c 4P 700A 45kA,LS (standard),MCCB,ABN804c,4,700,,45,,280,280,145,70,18100000
ABN804c 4P 800A,ABN804c 4P 800A 45kA,LS (standard),MCCB,ABN804c,4,800,,45,,280,280,145,70,18100000
MC-6a,Contactor LS MC-6a 6A 220VAC,LS (standard),Contactor,MC,3,6,,0,,45,80,90,0,420000
MC-9a,Contactor LS MC-9a 9A 220VAC,LS (standard),Contactor,MC,3,9,,0,,45,80,90,0,440000
MC-12a,Contactor LS MC-12a 12A 220VAC,LS (standard),Contactor,MC,3,12,,0,,45,80,90,0,460000
MC-18a,Contactor LS MC-18a 18A 220VAC,LS (standard),Contactor,MC,3,18,,0,,45,80,90,0,700000
MC-22b,Contactor LS MC-22b 22A 220VAC,LS (standard),Contactor,MC,3,22,,0,,45,80,90,15,750000
MC-32a,Contactor LS MC-32a 32A 220VAC,LS (standard),Contactor,MC,3,32,,0,,55,90,95,0,1320000
MC-40a,Contactor LS MC-40a 40A 220VAC,LS (standard),Contactor,MC,3,40,,0,,55,90,95,0,1580000
MC-50a,Contactor LS MC-50a 50A 220VAC,LS (standard),Contactor,MC,3,50,,0,,70,112,106,0,2060000
MC-65a,Contactor LS MC-65a 65A 220VAC,LS (standard),Contactor,MC,3,65,,0,,70,112,106,0,2320000
MC-75a,Contactor LS MC-75a 75A 220VAC,LS (standard),Contactor,MC,3,75,,0,,80,130,115,0,2640000
MC-85a,Contactor LS MC-85a 85A 220VAC,LS (standard),Contactor,MC,3,85,,0,,80,130,115,15,3100000
MC-100a,Contactor LS MC-100a 100A 220VAC,LS (standard),Contactor,MC,3,100,,0,,80,130,115,0,4140000
LA63H 1P 6A,LA63H 1P 6A 10kA,LS (premium),MCB,LA63H,1,6,,10,,18,86,69,18,166000
LA63H 1P 10A,LA63H 1P 10A 10kA,LS (premium),MCB,LA63H,1,10,,10,,18,86,69,18,166000
LA63H 1P 16A,LA63H 1P 16A 10kA,LS (premium),MCB,LA63H,1,16,,10,,18,86,69,18,166000
LA63H 1P 20A,LA63H 1P 20A 10kA,LS (premium),MCB,LA63H,1,20,,10,,18,86,69,18,166000
LA63H 1P 25A,LA63H 1P 25A 10kA,LS (premium),MCB,LA63H,1,25,,10,,18,86,69,18,166000
LA63H 1P 32A,LA63H 1P 32A 10kA,LS (premium),MCB,LA63H,1,32,,10,,18,86,69,18,166000
LA63H 1P 40A,LA63H 1P 40A 10kA,LS (premium),MCB,LA63H,1,40,,10,,18,86,69,18,192000
LA63H 1P 50A,LA63H 1P 50A 10kA,LS (premium),MCB,LA63H,1,50,,10,,18,86,69,18,192000
LA63H 1P 63A,LA63H 1P 63A 10kA,LS (premium),MCB,LA63H,1,63,,10,,18,86,69,18,192000
LA63H 2P 6A,LA63H 2P 6A 10kA,LS (premium),MCB,LA63H,2,6,,10,,36,86,69,18,360000
LA63H 2P 10A,LA63H 2P 10A 10kA,LS (premium),MCB,LA63H,2,10,,10,,36,86,69,18,360000
LA63H 2P 16A,LA63H 2P 16A 10kA,LS (premium),MCB,LA63H,2,16,,10,,36,86,69,18,360000
LA63H 2P 20A,LA63H 2P 20A 10kA,LS (premium),MCB,LA63H,2,20,,10,,36,86,69,18,360000
LA63H 2P 25A,LA63H 2P 25A 10kA,LS (premium),MCB,LA63H,2,25,,10,,36,86,69,18,360000
LA63H 2P 32A,LA63H 2P 32A 10kA,LS (premium),MCB,LA63H,2,32,,10,,36,86,69,18,360000
LA63H 2P 40A,LA63H 2P 40A 10kA,LS (premium),MCB,LA63H,2,40,,10,,36,86,69,18,406000
LA63H 2P 50A,LA63H 2P 50A 10kA,LS (premium),MCB,LA63H,2,50,,10,,36,86,69,18,406000
LA63H 2P 63A,LA63H 2P 63A 10kA,LS (premium),MCB,LA63H,2,63,,10,,36,86,69,18,406000
LA63H 3P 6A,LA63H 3P 6A 10kA,LS (premium),MCB,LA63H,3,6,,10,,54,86,69,18,576000
LA63H 3P 10A,LA63H 3P 10A 10kA,LS (premium),MCB,LA63H,3,10,,10,,54,86,69,18,576000
LA63H 3P 16A,LA63H 3P 16A 10kA,LS (premium),MCB,LA63H,3,16,,10,,54,86,69,18,576000
LA63H 3P 20A,LA63H 3P 20A 10kA,LS (premium),MCB,LA63H,3,20,,10,,54,86,69,18,576000
LA63H 3P 25A,LA63H 3P 25A 10kA,LS (premium),MCB,LA63H,3,25,,10,,54,86,69,18,576000
LA63H 3P 32A,LA63H 3P 32A 10kA,LS (premium),MCB,LA63H,3,32,,10,,54,86,69,18,576000
LA63H 3P 40A,LA63H 3P 40A 10kA,LS (premium),MCB,LA63H,3,40,,10,,54,86,69,18,696000
LA63H 3P 50A,LA63H 3P 50A 10kA,LS (premium),MCB,LA63H,3,50,,10,,54,86,69,18,696000
LA63H 3P 63A,LA63H 3P 63A 10kA,LS (premium),MCB,LA63H,3,63,,10,,54,86,69,18,696000
LA63H 4P 6A,LA63H 4P 6A 10kA,LS (premium),MCB,LA63H,4,6,,10,,72,86,69,18,850000
LA63H 4P 10A,LA63H 4P 10A 10kA,LS (premium),MCB,LA63H,4,10,,10,,72,86,69,18,850000
LA63H 4P 16A,LA63H 4P 16A 10kA,LS (premium),MCB,LA63H,4,16,,10,,72,86,69,18,850000
LA63H 4P 20A,LA63H 4P 20A 10kA,LS (premium),MCB,LA63H,4,20,,10,,72,86,69,18,850000
LA63H 4P 25A,LA63H 4P 25A 10kA,LS (premium),MCB,LA63H,4,25,,10,,72,86,69,18,850000
LA63H 4P 32A,LA63H 4P 32A 10kA,LS (premium),MCB,LA63H,4,32,,10,,72,86,69,18,850000
LA63H 4P 40A,LA63H 4P 40A 10kA,LS (premium),MCB,LA63H,4,40,,10,,72,86,69,18,990000
LA63H 4P 50A,LA63H 4P 50A 10kA,LS (premium),MCB,LA63H,4,50,,10,,72,86,69,18,990000
LA63H 4P 63A,MCB LS LA63H 4P 63A 10kA (Premium),LS (premium),MCB,LA63H,4,63,,10,,72,86,69,18,979000
LA125H 1P 80A,MCB LS LA125H 1P 80A 10kA (Premium),LS (premium),MCB,LA125H,1,80,,10,,18,86,69,18,382000
LA125H 1P 100A,MCB LS LA125H 1P 100A 10kA (Premium),LS (premium),MCB,LA125H,1,100,,10,,18,86,69,18,382000
LA125H 1P 125A,MCB LS LA125H 1P 125A 10kA (Premium),LS (premium),MCB,LA125H,1,125,,10,,18,86,69,18,420000
LA125H 2P 80A,MCB LS LA125H 2P 80A 10kA (Premium),LS (premium),MCB,LA125H,2,80,,10,,36,86,69,18,763000
LA125H 2P 100A,MCB LS LA125H 2P 100A 10kA (Premium),LS (premium),MCB,LA125H,2,100,,10,,36,86,69,18,763000
LA125H 2P 125A,MCB LS LA125H 2P 125A 10kA (Premium),LS (premium),MCB,LA125H,2,125,,10,,36,86,69,18,840000
LA125H 3P 80A,LA125H 3P 80A 10kA,LS (premium),MCB,LA125H,3,80,,10,,54,86,69,18,1090000
LA125H 3P 100A,LA125H 3P 100A 10kA,LS (premium),MCB,LA125H,3,100,,10,,54,86,69,18,1090000
LA125H 3P 125A,LA125H 3P 125A 10kA,LS (premium),MCB,LA125H,3,125,,10,,54,86,69,18,1200000
LA125H 4P 80A,LA125H 4P 80A 10kA,LS (premium),MCB,LA125H,4,80,,10,,72,86,69,18,1410000
LA125H 4P 100A,LA125H 4P 100A 10kA,LS (premium),MCB,LA125H,4,100,,10,,72,86,69,18,1410000
LA125H 4P 125A,LA125H 4P 125A 10kA,LS (premium),MCB,LA125H,4,125,,10,,72,86,69,18,1850000
LA63L 1P 6A,LA63L 1P 6A 25kA,LS (premium),MCB,LA63L,1,6,,25,,18,86,69,18,210000
LA63L 1P 10A,LA63L 1P 10A 25kA,LS (premium),MCB,LA63L,1,10,,25,,18,86,69,18,210000
LA63L 1P 16A,LA63L 1P 16A 25kA,LS (premium),MCB,LA63L,1,16,,25,,18,86,69,18,210000
LA63L 1P 20A,LA63L 1P 20A 25kA,LS (premium),MCB,LA63L,1,20,,25,,18,86,69,18,210000
LA63L 1P 25A,LA63L 1P 25A 25kA,LS (premium),MCB,LA63L,1,25,,25,,18,86,69,18,210000
LA63L 1P 32A,LA63L 1P 32A 25kA,LS (premium),MCB,LA63L,1,32,,25,,18,86,69,18,210000
LA63L 1P 40A,LA63L 1P 40A 15kA,LS (premium),MCB,LA63L,1,40,,15,,18,86,69,18,242000
LA63L 1P 50A,LA63L 1P 50A 15kA,LS (premium),MCB,LA63L,1,50,,15,,18,86,69,18,242000
LA63L 1P 63A,LA63L 1P 63A 15kA,LS (premium),MCB,LA63L,1,63,,15,,18,86,69,18,242000
LA63L 2P 6A,LA63L 2P 6A 25kA,LS (premium),MCB,LA63L,2,6,,25,,36,86,69,18,506000
LA63L 2P 10A,LA63L 2P 10A 25kA,LS (premium),MCB,LA63L,2,10,,25,,36,86,69,18,506000
LA63L 2P 16A,LA63L 2P 16A 25kA,LS (premium),MCB,LA63L,2,16,,25,,36,86,69,18,506000
LA63L 2P 20A,LA63L 2P 20A 25kA,LS (premium),MCB,LA63L,2,20,,25,,36,86,69,18,506000
LA63L 2P 25A,LA63L 2P 25A 25kA,LS (premium),MCB,LA63L,2,25,,25,,36,86,69,18,506000
LA63L 2P 32A,LA63L 2P 32A 25kA,LS (premium),MCB,LA63L,2,32,,25,,36,86,69,18,506000
LA63L 2P 40A,LA63L 2P 40A 15kA,LS (premium),MCB,LA63L,2,40,,15,,36,86,69,18,550000
LA63L 2P 50A,LA63L 2P 50A 15kA,LS (premium),MCB,LA63L,2,50,,15,,36,86,69,18,550000
LA63L 2P 63A,LA63L 2P 63A 15kA,LS (premium),MCB,LA63L,2,63,,15,,36,86,69,18,550000
LA63L 3P 6A,LA63L 3P 6A 25kA,LS (premium),MCB,LA63L,3,6,,25,,54,86,69,18,730000
LA63L 3P 10A,LA63L 3P 10A 25kA,LS (premium),MCB,LA63L,3,10,,25,,54,86,69,18,730000
LA63L 3P 16A,LA63L 3P 16A 25kA,LS (premium),MCB,LA63L,3,16,,25,,54,86,69,18,730000
LA63L 3P 20A,LA63L 3P 20A 25kA,LS (premium),MCB,LA63L,3,20,,25,,54,86,69,18,730000
LA63L 3P 25A,LA63L 3P 25A 25kA,LS (premium),MCB,LA63L,3,25,,25,,54,86,69,18,730000
LA63L 3P 32A,LA63L 3P 32A 25kA,LS (premium),MCB,LA63L,3,32,,25,,54,86,69,18,730000
LA63L 3P 40A,LA63L 3P 40A 15kA,LS (premium),MCB,LA63L,3,40,,15,,54,86,69,18,825000
LA63L 3P 50A,LA63L 3P 50A 15kA,LS (premium),MCB,LA63L,3,50,,15,,54,86,69,18,825000
LA63L 3P 63A,LA63L 3P 63A 15kA,LS (premium),MCB,LA63L,3,63,,15,,54,86,69,18,825000
LA63L 4P 6A,LA63L 4P 6A 25kA,LS (premium),MCB,LA63L,4,6,,25,,72,86,69,18,1160000
LA63L 4P 10A,LA63L 4P 10A 25kA,LS (premium),MCB,LA63L,4,10,,25,,72,86,69,18,1160000
LA63L 4P 16A,LA63L 4P 16A 25kA,LS (premium),MCB,LA63L,4,16,,25,,72,86,69,18,1160000
LA63L 4P 20A,LA63L 4P 20A 25kA,LS (premium),MCB,LA63L,4,20,,25,,72,86,69,18,1160000
LA63L 4P 25A,LA63L 4P 25A 25kA,LS (premium),MCB,LA63L,4,25,,25,,72,86,69,18,1160000
LA63L 4P 32A,LA63L 4P 32A 25kA,LS (premium),MCB,LA63L,4,32,,25,,72,86,69,18,1160000
LA63L 4P 40A,LA63L 4P 40A 15kA,LS (premium),MCB,LA63L,4,40,,15,,72,86,69,18,1270000
LA63L 4P 50A,MCB LS LA63L 4P 50A 15/25kA (Premium),LS (premium),MCB,LA63L,4,50,,15,,72,86,69,18,1258000
LA63L 4P 63A,MCB LS LA63L 4P 63A 15/25kA (Premium),LS (premium),MCB,LA63L,4,63,,15,,72,86,69,18,1258000
ABS203c 3P 125A,ABS203c 3P 125A 42kA,LS (premium),MCCB,ABS203c,3,125,,42,,105,165,82,35,3350000
ABS203c 3P 150A,ABS203c 3P 150A 42kA,LS (premium),MCCB,ABS203c,3,150,,42,,105,165,82,35,3350000
ABS203c 3P 160A,ABS203c 3P 160A 42kA,LS (premium),MCCB,ABS203c,3,160,,42,,105,165,82,35,3350000
ABS203c 3P 175A,ABS203c 3P 175A 42kA,LS (premium),MCCB,ABS203c,3,175,,42,,105,165,82,35,3350000
ABS203c 3P 200A,ABS203c 3P 200A 42kA,LS (premium),MCCB,ABS203c,3,200,,42,,105,165,82,35,3350000
ABS203c 3P 225A,ABS203c 3P 225A 42kA,LS (premium),MCCB,ABS203c,3,225,,42,,105,165,82,35,3350000
ABS203c 3P 250A,ABS203c 3P 250A 42kA,LS (premium),MCCB,ABS203c,3,250,,42,,105,165,82,35,3350000
ABS403c 3P 250A,ABS403c 3P 250A 65kA,LS (premium),MCCB,ABS403c,3,250,,65,,140,257,145,44,7700000
ABS403c 3P 300A,ABS403c 3P 300A 65kA,LS (premium),MCCB,ABS403c,3,300,,65,,140,257,145,44,7700000
ABS403c 3P 350A,ABS403c 3P 350A 65kA,LS (premium),MCCB,ABS403c,3,350,,65,,140,257,145,44,7700000
ABS403c 3P 400A,ABS403c 3P 400A 65kA,LS (premium),MCCB,ABS403c,3,400,,65,,140,257,145,44,7700000
ABS404c 4P 250A,ABS404c 4P 250A 65kA,LS (premium),MCCB,ABS404c,4,250,,65,,184,257,145,46,9500000
ABS404c 4P 300A,ABS404c 4P 300A 65kA,LS (premium),MCCB,ABS404c,4,300,,65,,184,257,145,46,9500000
ABS404c 4P 350A,ABS404c 4P 350A 65kA,LS (premium),MCCB,ABS404c,4,350,,65,,184,257,145,46,9500000
ABS404c 4P 400A,ABS404c 4P 400A 65kA,LS (premium),MCCB,ABS404c,4,400,,65,,184,257,145,46,9500000
EZ9 1P 6A,Easy9 MCB 1P 6A 4.5kA,Schneider Electric,MCB,Easy9,1,6,,4.5,,18,85,69,0,112200
